"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA050 Sex differences: gathering,Code: EA050 Sex differences: gathering,Description: EA050 Sex differences: gathering,Comment: EA050 Sex differences: gathering,Subcase: EA050 Sex differences: gathering,References: EA050 Sex differences: gathering,Focal Year: EA052 Sex Differences: fishing,Code: EA052 Sex Differences: fishing,Description: EA052 Sex Differences: fishing,Comment: EA052 Sex Differences: fishing,Subcase: EA052 Sex Differences: fishing,References: EA052 Sex Differences: fishing,Focal Year: EA054 Sex differences: agriculture,Code: EA054 Sex differences: agriculture,Description: EA054 Sex differences: agriculture,Comment: EA054 Sex differences: agriculture,Subcase: EA054 Sex differences: agriculture,References: EA054 Sex differences: agriculture,Focal Year: EA051 Sex differences: hunting,Code: EA051 Sex differences: hunting,Description: EA051 Sex differences: hunting,Comment: EA051 Sex differences: hunting,Subcase: EA051 Sex differences: hunting,References: EA051 Sex differences: hunting
Ethnographic Atlas,Cocama,Se10,xd1363,Cocama (Se10),1.0,-79.0,1.0,-79.0,coca1259,Cocama-Cocamilla,cod,Tupian,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Romanians,Ch10,xd547,Romanians (Ch10),45.0,26.0,45.0,26.0,baya1254,Bayash Romanian,,Indo-European,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Budu,Ae31,xd151,Budu (Ae31),2.0,28.0,2.0,28.0,budu1250,Budu,buu,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,1920,5,"Both sexes participate, but females do appreciably more than males",,,Czekanowski(1924i); Van Geluw(1960); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Czekanowski(1924i); Van Geluw(1960); 
Ethnographic Atlas,Tiv,Ah3,xd320,Tiv (Ah3),7.0,9.0,7.0,9.0,tivv1240,Tiv,tiv,Atlantic-Congo,1920,6,"Females alone perform the activity, male participation being negligible",,Tar of Benue Province,Bohannan(1965); Bohannan(1960); Bohannan(1957b); Bohannan(1957a); Bohannan(1955); Bohannan(1954c); Bohannan(1954b); Bohannan(1954a); Bohannan(1953); Bohannan(1952); Bohannan and Bohannan(1969); Bohannan and Bohannan(1968); Bohannan and Bohannan(1958); Bohannan and Bohannan(1957); Bohannan and Bohannan(1953); ,1920,2,"Both sexes participate, but males do appreciably more than females",,Tar of Benue Province,Bohannan(1965); Bohannan(1960); Bohannan(1957b); Bohannan(1957a); Bohannan(1955); Bohannan(1954c); Bohannan(1954b); Bohannan(1954a); Bohannan(1953); Bohannan(1952); Bohannan and Bohannan(1969); Bohannan and Bohannan(1968); Bohannan and Bohannan(1958); Bohannan and Bohannan(1957); Bohannan and Bohannan(1953); ,1920,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,Tar of Benue Province,Bohannan(1965); Bohannan(1960); Bohannan(1957b); Bohannan(1957a); Bohannan(1955); Bohannan(1954c); Bohannan(1954b); Bohannan(1954a); Bohannan(1953); Bohannan(1952); Bohannan and Bohannan(1969); Bohannan and Bohannan(1968); Bohannan and Bohannan(1958); Bohannan and Bohannan(1957); Bohannan and Bohannan(1953); ,1920,1,"Males alone perform the activity, female participation being negligible",,Tar of Benue Province,Bohannan(1965); Bohannan(1960); Bohannan(1957b); Bohannan(1957a); Bohannan(1955); Bohannan(1954c); Bohannan(1954b); Bohannan(1954a); Bohannan(1953); Bohannan(1952); Bohannan and Bohannan(1969); Bohannan and Bohannan(1968); Bohannan and Bohannan(1958); Bohannan and Bohannan(1957); Bohannan and Bohannan(1953); 
Ethnographic Atlas,Hazara,Ea3,xd602,Hazara (Ea3),35.0,66.0,35.0,66.0,haza1239,Hazaragi,haz,Indo-European,1930,9,The activity is absent or unimportant in the particular society,,with special reference to the Urazgani,Schurmann(1962); Hudson and Beacon(1941); Wilber(1956); Bacon(1958); ,1930,9,The activity is absent or unimportant in the particular society,,with special reference to the Urazgani,Schurmann(1962); Hudson and Beacon(1941); Wilber(1956); Bacon(1958); ,1930,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Urazgani,Schurmann(1962); Hudson and Beacon(1941); Wilber(1956); Bacon(1958); ,1930,9,The activity is absent or unimportant in the particular society,,with special reference to the Urazgani,Schurmann(1962); Hudson and Beacon(1941); Wilber(1956); Bacon(1958); 
Ethnographic Atlas,Kwaio,Ig18,xd850,Kwaio (Ig18),-9.0,161.0,-9.0,161.0,kwai1243,Kwaio,kwd,Austronesian,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Gude,Ah36,xd327,Gude (Ah36),10.0,13.0,10.0,13.0,gude1246,Gude,gde,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Meek(1931d); Lembezat(1961); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Meek(1931d); Lembezat(1961); 
Ethnographic Atlas,Lithuanian Karaim,ch22,xd560,Lithuanian Karaim (ch22),55.0,23.0,55.0,23.0,kara1464,Karaim,kdr,Turkic,1895,9,The activity is absent or unimportant in the particular society,,with special reference to those of the Trakaj area,Shapshal(1995); Firkovich(1969); Eljashevish(1994); Muhlinskij(1902); Muhlinskij(1862); Kefeli(1992); Hafuz(1994); Maciuika(1955); Vjartsinkjavjachus(1989); Tuhan-Baranowski(1896); ,1895,9,The activity is absent or unimportant in the particular society,,with special reference to those of the Trakaj area,Shapshal(1995); Firkovich(1969); Eljashevish(1994); Muhlinskij(1902); Muhlinskij(1862); Kefeli(1992); Hafuz(1994); Maciuika(1955); Vjartsinkjavjachus(1989); Tuhan-Baranowski(1896); ,1895,8,"The activity is present, but sex participation is unspecified in the sources consulted",,with special reference to those of the Trakaj area,Shapshal(1995); Firkovich(1969); Eljashevish(1994); Muhlinskij(1902); Muhlinskij(1862); Kefeli(1992); Hafuz(1994); Maciuika(1955); Vjartsinkjavjachus(1989); Tuhan-Baranowski(1896); ,1895,9,The activity is absent or unimportant in the particular society,,with special reference to those of the Trakaj area,Shapshal(1995); Firkovich(1969); Eljashevish(1994); Muhlinskij(1902); Muhlinskij(1862); Kefeli(1992); Hafuz(1994); Maciuika(1955); Vjartsinkjavjachus(1989); Tuhan-Baranowski(1896); 
Ethnographic Atlas,Kariyarra,Id5,xd780,Kariera (Id5),-21.0,118.0,-21.0,118.0,kari1304,Kariyarra,vka,Pama-Nyungan,1910,6,"Females alone perform the activity, male participation being negligible",,,Romney and Epling(1958); Radcliffe-Brown(1930); Radcliffe-Brown(1913); ,1910,1,"Males alone perform the activity, female participation being negligible",,,Romney and Epling(1958); Radcliffe-Brown(1930); Radcliffe-Brown(1913); ,1910,9,The activity is absent or unimportant in the particular society,,,Romney and Epling(1958); Radcliffe-Brown(1930); Radcliffe-Brown(1913); ,1910,1,"Males alone perform the activity, female participation being negligible",,,Romney and Epling(1958); Radcliffe-Brown(1930); Radcliffe-Brown(1913); 
Ethnographic Atlas,Aymara,Sf2,xd1375,Aymara (Sf2),-16.0,-69.0,-16.0,-69.0,cent2142,Central Aymara,ayr,Aymara,1940,9,The activity is absent or unimportant in the particular society,,Chucuito Clan community in Peru,LaBarre(1948); Bouroncle Carreon(1964); Tschopik(1951); Tschopik(1946); ,1940,1,"Males alone perform the activity, female participation being negligible",,Chucuito Clan community in Peru,LaBarre(1948); Bouroncle Carreon(1964); Tschopik(1951); Tschopik(1946); ,1940,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,Chucuito Clan community in Peru,LaBarre(1948); Bouroncle Carreon(1964); Tschopik(1951); Tschopik(1946); ,1940,1,"Males alone perform the activity, female participation being negligible",,Chucuito Clan community in Peru,LaBarre(1948); Bouroncle Carreon(1964); Tschopik(1951); Tschopik(1946); 
Ethnographic Atlas,Gure,Ah6,xd333,Gure (Ah6),10.0,8.0,10.0,8.0,gbir1241,Gbiri-Niragu,grh,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Beta Israel,Ca31,xd439,Falasha (Ca31),12.0,37.0,12.0,37.0,qima1242,Qimant,ahg,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,1860,1,"Males alone perform the activity, female participation being negligible",,,Stern(1862); Flad(1860); Leslau(1957); Leslau(1951); ,,NA,Missing data,,,
Ethnographic Atlas,Khond,Eg12,xd675,Khond (Eg12),18.0,82.0,18.0,82.0,kuii1252,Kui (India),kxu,Dravidian,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Punan,Ib9,xd758,Punan (Ib9),3.0,115.0,3.0,115.0,puna1275,Punan Bah-Biau,pna,Austronesian,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Ancient Romans,Ce3,xd530,Romans (Ce3),42.0,12.0,42.0,12.0,lati1261,Latin,lat,Indo-European,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Kodavas,Eg5,xd681,Coorg (Eg5),12.0,76.0,12.0,76.0,koda1255,Kodava,kfa,Dravidian,1930,9,The activity is absent or unimportant in the particular society,,,Srinivas(1952); Emeneau(1939); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Srinivas(1952); Emeneau(1939); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Srinivas(1952); Emeneau(1939); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Srinivas(1952); Emeneau(1939); 
Ethnographic Atlas,Attie,Af41,xd221,Attie (Af41),6.0,-4.0,6.0,-4.0,atti1239,Attié,ati,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Kalinga,Ia16,xd739,Kalinga (Ia16),18.0,121.0,18.0,121.0,lubu1243,Lubuagan Kalinga,knb,Austronesian,1910,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,1910,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,1910,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,1910,1,"Males alone perform the activity, female participation being negligible",,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); 
Ethnographic Atlas,Kadiwéu,Sh4,xd1391,Caduveo (Sh4),-22.0,-57.0,-22.0,-57.0,kadi1248,Kadiwéu,kbc,Guaicuruan,1940,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Oberg(1949); ,1940,2,"Both sexes participate, but males do appreciably more than females",,,Oberg(1949); ,1940,5,"Both sexes participate, but females do appreciably more than males",,,Oberg(1949); ,1940,1,"Males alone perform the activity, female participation being negligible",,,Oberg(1949); 
Ethnographic Atlas,Spring Valley Shoshoni,Nd39,xd995,Spring Valley (Nd39),40.0,-115.0,40.0,-115.0,west2622,Western Shoshoni,,Uto-Aztecan,1870,5,"Both sexes participate, but females do appreciably more than males",,including the Shoshoni of Snake and Antelope Valleys,Steward(1941); Steward(1938); ,1870,9,The activity is absent or unimportant in the particular society,,including the Shoshoni of Snake and Antelope Valleys,Steward(1941); Steward(1938); ,,NA,Missing data,,,,1870,1,"Males alone perform the activity, female participation being negligible",,including the Shoshoni of Snake and Antelope Valleys,Steward(1941); Steward(1938); 
Ethnographic Atlas,Logo,Ai31,xd361,Logo (Ai31),3.0,30.0,3.0,30.0,logo1259,Logo,log,Central Sudanic,,NA,Missing data,,,,,NA,Missing data,,,,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Czekanowski(1924a); Baxter and Butt(1953); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Czekanowski(1924a); Baxter and Butt(1953); 
Ethnographic Atlas,Sakalava,Eh8,xd694,Sakalava (Eh8),-21.0,43.93,-21.0,41.0,saka1291,Sakalava Malagasy,skg,Austronesian,1900,9,The activity is absent or unimportant in the particular society,,,Kurze(1886-89); McLeod(1964); Faublee(1946); ,1900,2,"Both sexes participate, but males do appreciably more than females",,,Kurze(1886-89); McLeod(1964); Faublee(1946); ,1900,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Kurze(1886-89); McLeod(1964); Faublee(1946); ,1900,1,"Males alone perform the activity, female participation being negligible",,,Kurze(1886-89); McLeod(1964); Faublee(1946); 
Ethnographic Atlas,Shawnee,Nf13,xd1233,Shawnee (Nf13),37.0,-85.0,37.0,-85.0,shaw1249,Shawnee,sjw,Algic,,NA,Missing data,,,,,NA,Missing data,,,,1820,6,"Females alone perform the activity, male participation being negligible",,with special reference to the Kiskopotha band,Trowbridge(1939); ,1820,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Kiskopotha band,Trowbridge(1939); 
Ethnographic Atlas,Udalan Tuareg,Cc13,xd491,Udalan (Cc13),16.0,0.0,16.0,0.0,timb1263,Timbuktu,,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Bakhtiari,Ea8,xd607,Bakhtiari (Ea8),33.0,48.0,33.0,48.0,bakh1245,Bakhtiari,bqi,Indo-European,,NA,Missing data,,,,1920,9,The activity is absent or unimportant in the particular society,,,Wilson(1926); Feilberg(1952); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Wilson(1926); Feilberg(1952); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Wilson(1926); Feilberg(1952); 
Ethnographic Atlas,Sivokakmeit,Na11,xd1028,Sivokakmeit (Na11),63.34,-170.3,63.0,-170.0,aiwa1238,Aiwanat,,Eskimo-Aleut,1920,5,"Both sexes participate, but females do appreciably more than males",,,Moore(1923); Hughes(1960); Hughes(1958); ,1920,2,"Both sexes participate, but males do appreciably more than females",,,Moore(1923); Hughes(1960); Hughes(1958); ,1920,9,The activity is absent or unimportant in the particular society,,,Moore(1923); Hughes(1960); Hughes(1958); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Moore(1923); Hughes(1960); Hughes(1958); 
Ethnographic Atlas,Ulithians,If9,xd840,Ulithians (If9),10.02,139.79,10.0,140.0,ulit1238,Ulithian,uli,Austronesian,,NA,Missing data,,,,1900,1,"Males alone perform the activity, female participation being negligible",,,William(1966); Lessa(1950); ,1900,5,"Both sexes participate, but females do appreciably more than males",,,William(1966); Lessa(1950); ,,NA,Missing data,,,
Ethnographic Atlas,Sena,Ac40,xd67,Sena (Ac40),-18.0,35.0,-18.0,35.0,nucl1396,Nuclear Sena,seh,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Magyar,Ch8,xd572,Hungarian (Ch8),47.0,20.0,47.0,20.0,hung1274,Hungarian,hun,Uralic,1940,9,The activity is absent or unimportant in the particular society,,,Hanzeli(1955); ,,NA,Missing data,,,,1940,2,"Both sexes participate, but males do appreciably more than females",,,Hanzeli(1955); ,,NA,Missing data,,,
Ethnographic Atlas,Anindilyagwa,Id13,xd776,Groote Eylandt (Id13),-13.99,136.6,-14.0,137.0,anin1240,Anindilyakwa,aoi,Gunwinyguan,1930,5,"Both sexes participate, but females do appreciably more than males",,,Rose(1960); ,1930,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Rose(1960); ,1930,9,The activity is absent or unimportant in the particular society,,,Rose(1960); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Rose(1960); 
Ethnographic Atlas,Toba Batak,Ib4,xd753,Batak (Ib4),2.0,99.0,2.0,99.0,bata1289,Batak Toba,bbc,Austronesian,1930,9,The activity is absent or unimportant in the particular society,,with special reference to the Toba group,Warneck(1901); Bruner(1959); Loeb(1933); Bartlett(1929); ,,NA,Missing data,,,,1930,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the Toba group,Warneck(1901); Bruner(1959); Loeb(1933); Bartlett(1929); ,1930,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Toba group,Warneck(1901); Bruner(1959); Loeb(1933); Bartlett(1929); 
Ethnographic Atlas,Manam,Ie29,xd806,Manam (Ie29),-4.08,145.03,-4.0,145.0,mana1295,Manam,mva,Austronesian,,NA,Missing data,,,,1930,2,"Both sexes participate, but males do appreciably more than females",,principally Tsogari,Wedgwood(1937); Wedgwood(1934); ,1930,5,"Both sexes participate, but females do appreciably more than males",,principally Tsogari,Wedgwood(1937); Wedgwood(1934); ,1930,1,"Males alone perform the activity, female participation being negligible",,principally Tsogari,Wedgwood(1937); Wedgwood(1934); 
Ethnographic Atlas,Naron,Aa7,xd7,Naron (Aa7),-20.0,24.0,-20.0,24.0,naro1249,Naro,nhr,Khoe-Kwadi,1910,6,"Females alone perform the activity, male participation being negligible",,,Bleek(1924); Schapera(1930); Passarge(1907); Bleek(1928); ,1910,9,The activity is absent or unimportant in the particular society,,,Bleek(1924); Schapera(1930); Passarge(1907); Bleek(1928); ,1910,9,The activity is absent or unimportant in the particular society,,,Bleek(1924); Schapera(1930); Passarge(1907); Bleek(1928); ,1910,1,"Males alone perform the activity, female participation being negligible",,,Bleek(1924); Schapera(1930); Passarge(1907); Bleek(1928); 
Ethnographic Atlas,Gheg,Ce1,xd528,Gheg (Ce1),42.0,20.0,42.0,20.0,gheg1238,Gheg Albanian,aln,Indo-European,1900,6,"Females alone perform the activity, male participation being negligible",,Mountain Gheg of No. Albania,Lane(1923); Pisko(1896); Coon(1950); Hasluck(1954); Durham(1928); Durham(1909); ,1900,9,The activity is absent or unimportant in the particular society,,Mountain Gheg of No. Albania,Lane(1923); Pisko(1896); Coon(1950); Hasluck(1954); Durham(1928); Durham(1909); ,1900,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,Mountain Gheg of No. Albania,Lane(1923); Pisko(1896); Coon(1950); Hasluck(1954); Durham(1928); Durham(1909); ,1900,9,The activity is absent or unimportant in the particular society,,Mountain Gheg of No. Albania,Lane(1923); Pisko(1896); Coon(1950); Hasluck(1954); Durham(1928); Durham(1909); 
Ethnographic Atlas,Mattole-Bear River,Nb38,xd1099,Mattole (Nb38),40.35,-123.47,40.0,-124.0,matt1238,Mattole,mvb,Athapaskan-Eyak-Tlingit,1860,6,"Females alone perform the activity, male participation being negligible",,with special reference to the inhabitants of the Bear River,Nomland(1938); Driver(1939); ,1860,1,"Males alone perform the activity, female participation being negligible",,with special reference to the inhabitants of the Bear River,Nomland(1938); Driver(1939); ,1860,9,The activity is absent or unimportant in the particular society,,with special reference to the inhabitants of the Bear River,Nomland(1938); Driver(1939); ,1860,1,"Males alone perform the activity, female participation being negligible",,with special reference to the inhabitants of the Bear River,Nomland(1938); Driver(1939); 
Ethnographic Atlas,Nyamwezi,Ad20,xd88,Nyamwezi (Ad20),-5.0,33.0,-5.0,33.0,nyam1276,Nyamwezi,nym,Atlantic-Congo,1920,5,"Both sexes participate, but females do appreciably more than males",,,Spellig(1927); Blohm(1931-33); Bosch(1930); ,,NA,Missing data,,,,1920,5,"Both sexes participate, but females do appreciably more than males",,,Spellig(1927); Blohm(1931-33); Bosch(1930); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Spellig(1927); Blohm(1931-33); Bosch(1930); 
